facility_id,role,latitude,longitude,city_zone,industry_type,operating_temp_c,flow_capacity_kw,schedule_start_utc,schedule_end_utc,operational_days,current_status
d6fad68a-7993-4aa6-8405-05dab34e7edb,PRODUCER,28.586858,77.327393,Haryana & Delhi NCR,industrial,381.9,9320.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
ec032632-9f75-4ddf-8426-89427b0c40e0,PRODUCER,28.598705,77.334628,Haryana & Delhi NCR,industrial,207.0,6989.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
b68c0479-9d06-4c89-b916-41b6913becff,PRODUCER,28.594459,77.3265,Haryana & Delhi NCR,industrial,135.2,6945.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
d848c801-4f3b-4843-b982-3412c9e9568a,PRODUCER,28.595014,77.316575,Haryana & Delhi NCR,industrial,340.0,16962.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
de185107-f90b-4312-858f-0bdeda040566,PRODUCER,28.584957,77.315235,Haryana & Delhi NCR,industrial,196.1,16975.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
14f241c7-3bcd-49cd-9d8b-8ad16a2e9d31,PRODUCER,28.590364,77.312391,Haryana & Delhi NCR,industrial,158.4,17258.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
0f77096e-0841-438f-a111-8f0f3026886e,PRODUCER,28.604974,77.353527,Haryana & Delhi NCR,industrial,382.4,2632.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
98a2e397-ef9f-4798-ae83-48576c424a67,PRODUCER,28.60239,77.367038,Haryana & Delhi NCR,industrial,385.3,8276.0,06:00:00,18:00:00,Mon-Fri,ACTIVE
1b97d930-a642-43da-a0ab-d293c0aa34d5,PRODUCER,28.608084,77.367623,Haryana & Delhi NCR,industrial,260.3,8893.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
ac675d68-ed73-4960-b4b7-06a8ec642935,PRODUCER,28.605996,77.357964,Haryana & Delhi NCR,industrial,174.9,3845.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
254ce22f-3f18-414f-a0a8-5c23032d6e0d,PRODUCER,28.61181,77.385331,Haryana & Delhi NCR,industrial,144.8,13028.4,06:00:00,18:00:00,Mon-Fri,ACTIVE
736d15c1-47f1-44fc-8581-5b607787f3e7,PRODUCER,28.605072,77.384888,Haryana & Delhi NCR,industrial,126.4,14608.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
fa71b5a3-5525-4216-b496-9f8300e9b6b0,PRODUCER,28.622734,77.386755,Haryana & Delhi NCR,industrial,136.6,10462.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
dcb02602-28de-4453-85ea-1251d59a0d68,PRODUCER,28.532443,77.407575,Haryana & Delhi NCR,industrial,325.2,10228.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
58156bef-ea32-40e0-84d2-19e1440c4416,PRODUCER,28.524607,77.398322,Haryana & Delhi NCR,industrial,192.2,9639.4,06:00:00,18:00:00,Mon-Fri,ACTIVE
5e59bcd1-407d-45b4-ac76-250f486633fe,PRODUCER,28.651107,77.329905,Haryana & Delhi NCR,industrial,289.5,2338.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
9d1f880d-59ee-40a7-8c26-ba02dd405551,PRODUCER,28.655448,77.335979,Haryana & Delhi NCR,industrial,198.1,4479.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
bfcf5f05-f585-4659-80b7-330dae43f1a1,PRODUCER,28.655094,77.326979,Haryana & Delhi NCR,industrial,316.9,11286.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
1c7d020d-4ba6-46ac-8cd6-76c5f7870540,PRODUCER,28.620755,77.300957,Haryana & Delhi NCR,depot,367.4,12037.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
135078dd-e98d-4903-8e34-fed9310cb6c7,PRODUCER,28.601084,77.301177,Haryana & Delhi NCR,industrial,98.5,1343.0,06:00:00,18:00:00,Mon-Fri,ACTIVE
be440026-7947-4e6a-bef3-5b2aa1195178,PRODUCER,28.733074,77.101785,Haryana & Delhi NCR,industrial,207.2,4812.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
ade64105-3b1e-41da-b4e0-3cfa37a95302,PRODUCER,28.727949,77.185723,Haryana & Delhi NCR,industrial,392.6,10525.4,06:00:00,18:00:00,Mon-Fri,ACTIVE
a79da7bb-8ffb-4e5a-a54a-b7f473b9a420,CONSUMER,28.644075,77.257398,Haryana & Delhi NCR,farmland,86.5,2074.0,06:00:00,18:00:00,Mon-Fri,ACTIVE
2389071a-c7a5-47aa-a126-f6d4b6798900,CONSUMER,28.65677,77.253181,Haryana & Delhi NCR,farmland,30.0,2552.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
f822c59a-cc05-4094-b56a-7e78790af012,CONSUMER,28.659347,77.256856,Haryana & Delhi NCR,farmland,26.3,1905.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
e2ea4146-9088-4461-b183-c37ccb184631,PRODUCER,28.54713,77.283458,Haryana & Delhi NCR,industrial,370.6,7692.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
ed58b72e-c95b-4e75-80c7-6362d2b74fd4,PRODUCER,28.509071,77.289038,Haryana & Delhi NCR,industrial,89.8,15884.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
b1b18370-9ed4-4e0f-abb7-3ed5f47d2a11,CONSUMER,28.624484,77.265248,Haryana & Delhi NCR,farmland,32.9,1587.1,06:00:00,18:00:00,Mon-Fri,ACTIVE
2c363db9-a912-44f8-9fe1-a5a475075ea6,CONSUMER,28.62063,77.270392,Haryana & Delhi NCR,farmland,28.1,3118.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
3bdac901-766c-4104-a19e-6d765466ef24,PRODUCER,28.389143,77.222546,Haryana & Delhi NCR,grinding_mill,201.3,5432.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
cd938d87-74b3-4487-984c-96d9f1b014c0,PRODUCER,28.930514,77.090131,Haryana & Delhi NCR,industrial,351.6,19481.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
dec468e6-d3f6-41f0-a1cf-54254e538b48,PRODUCER,28.592662,77.615743,Haryana & Delhi NCR,industrial,333.2,10861.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
327a88d0-87ea-4684-a0c5-1e8cd1fac314,PRODUCER,28.083184,75.398963,Haryana & Delhi NCR,industrial,153.3,11716.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
18fe109d-4d17-4f69-84b4-0920a318a319,CONSUMER,28.414887,77.191487,Haryana & Delhi NCR,farmland,46.5,3513.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
15b31227-9c91-46e9-91e1-64888463e182,PRODUCER,28.221725,77.301306,Haryana & Delhi NCR,industrial,205.8,4041.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
a16db132-9d71-4da7-b412-21ef1a66bfa6,PRODUCER,28.22064,77.301529,Haryana & Delhi NCR,industrial,130.7,10425.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
46bab747-5fc9-4d8d-9ac2-8d066a294d69,PRODUCER,28.340411,77.306641,Haryana & Delhi NCR,industrial,151.8,6029.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
40646b60-e0af-4856-b675-fbdcc13399d3,PRODUCER,28.182344,76.607291,Haryana & Delhi NCR,industrial,180.5,14982.1,06:00:00,18:00:00,Mon-Fri,ACTIVE
4d023838-380f-42ca-af27-197093d0188d,PRODUCER,28.317623,77.297953,Haryana & Delhi NCR,industrial,363.0,3753.1,06:00:00,18:00:00,Mon-Fri,ACTIVE
9b4dbabc-2af3-43ec-9e9f-57f59eeb6901,PRODUCER,28.437262,77.30708,Haryana & Delhi NCR,industrial,356.6,3770.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
9b31dd97-ee53-4e79-9fcb-bef4a242b3b4,PRODUCER,27.693743,75.729144,Haryana & Delhi NCR,industrial,133.2,3780.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
3ad3cc2a-bd28-4bbd-8a60-99b2390cdf37,CONSUMER,30.053423,75.928415,Haryana & Delhi NCR,farmland,59.0,3700.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
bb21af30-b487-4a91-9436-a40c70909a97,CONSUMER,30.061837,75.931299,Haryana & Delhi NCR,farmland,26.0,1931.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
a5d32b1a-0315-480d-8da3-33b8db9fed52,CONSUMER,30.060244,75.933277,Haryana & Delhi NCR,farmland,29.0,2461.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
6784e891-08ec-4a75-8133-5b50c5bba2b4,CONSUMER,30.053981,75.925917,Haryana & Delhi NCR,farmland,86.9,1598.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
e7a10ce3-9204-41e2-a810-c9bf3031f514,CONSUMER,30.060775,75.928104,Haryana & Delhi NCR,farmland,54.3,1568.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
1fe15359-cbc5-42b5-bdb2-119263cded5d,CONSUMER,30.053578,75.933037,Haryana & Delhi NCR,farmland,86.7,1149.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
4b68b0cc-b561-4c54-af84-1491137d064d,PRODUCER,28.412729,77.305194,Haryana & Delhi NCR,industrial,169.6,16977.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
b331a42e-7fd8-45c0-822b-21c56d5d7356,PRODUCER,28.358187,77.308582,Haryana & Delhi NCR,industrial,175.1,17072.4,06:00:00,18:00:00,Mon-Fri,ACTIVE
8802a652-d389-4f1c-8f48-512eebd3d5c2,PRODUCER,28.347936,77.308543,Haryana & Delhi NCR,industrial,206.4,11119.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
da391e65-696d-44c9-8df8-e2b8e13efceb,PRODUCER,28.616765,77.252448,Haryana & Delhi NCR,industrial,391.3,8665.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
caf9edcc-62a0-4b4b-aee4-82d711ed39ae,PRODUCER,28.587865,77.265693,Haryana & Delhi NCR,industrial,204.8,4020.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
6dd66461-1372-4d1b-bacb-27ed63fd4028,PRODUCER,28.619035,77.250216,Haryana & Delhi NCR,industrial,337.3,18042.0,06:00:00,18:00:00,Mon-Fri,ACTIVE
5c4b8b5b-80af-4419-881e-787419ecdc4c,PRODUCER,28.624106,77.249827,Haryana & Delhi NCR,industrial,241.9,12049.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
00f326b9-7911-4311-96a5-0812ce72a750,PRODUCER,28.216812,77.298406,Haryana & Delhi NCR,industrial,230.6,14943.0,06:00:00,18:00:00,Mon-Fri,ACTIVE
324000ed-85a3-4b06-a9b7-86d1ea1d6f66,CONSUMER,28.441034,77.032286,Haryana & Delhi NCR,farmland,70.0,1887.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
94d42b8f-3a81-49f5-b4d8-b5ba5e26813d,CONSUMER,28.412992,77.186792,Haryana & Delhi NCR,farmland,54.0,3233.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
d485fb99-c8b4-431b-ad7c-1f53bb74e856,PRODUCER,28.345523,77.08713,Haryana & Delhi NCR,industrial,130.8,9966.4,06:00:00,18:00:00,Mon-Fri,ACTIVE
4fcce7b7-0e5c-4c64-9147-818847a9ab25,PRODUCER,28.331167,77.336605,Haryana & Delhi NCR,industrial,195.7,10869.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
2335bc76-9f1d-4f5c-bf95-e8172629077d,PRODUCER,28.352991,77.268818,Haryana & Delhi NCR,industrial,85.5,2981.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
0d45a511-71a8-40c4-98af-f20c960d9edf,PRODUCER,28.495985,77.07791,Haryana & Delhi NCR,industrial,118.1,10051.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
73697c20-b442-4495-bb7c-d85dba180c7f,PRODUCER,28.385811,77.283821,Haryana & Delhi NCR,industrial,348.8,13151.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
851aa5d7-036e-4e25-9c7a-340653a6dcee,PRODUCER,28.368196,77.319557,Haryana & Delhi NCR,industrial,355.4,3885.4,06:00:00,18:00:00,Mon-Fri,ACTIVE
0ec7b0d5-8a61-4cd1-ac4f-a8520091025a,PRODUCER,28.418435,77.314323,Haryana & Delhi NCR,industrial,196.2,4752.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
1387aa79-fa81-4a03-957d-ab318f23dd83,PRODUCER,28.273928,77.268886,Haryana & Delhi NCR,industrial,256.7,2508.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
7b582732-f5d2-449a-b1f8-ac24ffd05032,PRODUCER,28.262907,77.285711,Haryana & Delhi NCR,industrial,155.6,6990.1,06:00:00,18:00:00,Mon-Fri,ACTIVE
c5a2b5e9-db01-4ef8-978f-72ab2c476fed,PRODUCER,28.273545,77.267596,Haryana & Delhi NCR,industrial,218.7,2560.0,06:00:00,18:00:00,Mon-Fri,ACTIVE
d6674f6e-1cb0-4a2c-a101-88b26141f540,PRODUCER,28.274909,77.27462,Haryana & Delhi NCR,industrial,250.0,13442.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
1c57ced8-8b15-4511-ba05-794643d3477c,PRODUCER,28.272344,77.267521,Haryana & Delhi NCR,industrial,289.8,4735.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
59aa5feb-1e3d-4c1d-9713-f7c491bf9386,PRODUCER,28.275151,77.27343,Haryana & Delhi NCR,industrial,320.3,11389.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
d44afc66-261c-4e15-bb2b-26adfce5f55f,PRODUCER,28.274379,77.272698,Haryana & Delhi NCR,industrial,91.9,11942.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
6d9404cd-f41a-41ae-ac6a-d22227665dee,CONSUMER,28.400124,77.139308,Haryana & Delhi NCR,farmland,48.5,2689.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
a0af9528-c771-4bd2-a014-b8d6713bece2,CONSUMER,28.394355,77.143592,Haryana & Delhi NCR,farmland,87.1,3379.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
4e6697dc-a86b-450c-9ee1-967d228860e3,CONSUMER,28.394963,77.140762,Haryana & Delhi NCR,farmland,72.1,2229.4,06:00:00,18:00:00,Mon-Fri,ACTIVE
7caeff3f-eda0-427d-9468-08d15268c3a2,CONSUMER,28.399468,77.135812,Haryana & Delhi NCR,farmland,89.7,2887.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
d095a38f-4c92-458c-acaf-b91f5046cc47,CONSUMER,28.399604,77.144,Haryana & Delhi NCR,farmland,26.0,3900.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
cea2cf04-5dd5-4f58-a932-f9ad8312029c,PRODUCER,28.889581,75.848465,Haryana & Delhi NCR,industrial,371.7,7816.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
b9309fbb-722c-48ca-bfd8-4f1d3ec57ed8,PRODUCER,29.315228,76.291836,Haryana & Delhi NCR,industrial,285.1,8985.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
e3dadba8-d36c-4e76-a8e0-4854d31f8ce4,PRODUCER,28.891278,75.871824,Haryana & Delhi NCR,industrial,178.1,6538.0,06:00:00,18:00:00,Mon-Fri,ACTIVE
d86e823e-6f47-4725-843e-0bd1508d03bd,PRODUCER,28.89875,75.881556,Haryana & Delhi NCR,industrial,231.0,18903.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
27e01f60-f363-476f-8047-37f4a5996dbb,PRODUCER,28.913618,75.852104,Haryana & Delhi NCR,industrial,315.1,7362.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
42e4f9f2-f783-4970-b58d-457a4a9d8e90,PRODUCER,28.207437,77.059563,Haryana & Delhi NCR,industrial,278.5,11753.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
5e79bc51-d4ed-490a-8da6-4a7540def53b,PRODUCER,28.200432,76.864133,Haryana & Delhi NCR,industrial,324.4,18844.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
154becd4-46a1-4601-92f4-36c0c9a472b2,PRODUCER,28.212621,76.865733,Haryana & Delhi NCR,industrial,92.8,6342.0,06:00:00,18:00:00,Mon-Fri,ACTIVE
e1ffb650-4224-4faf-905c-72ad7745129f,PRODUCER,28.485443,77.533192,Haryana & Delhi NCR,industrial,262.8,8619.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
d28b51c0-ad32-49d1-b8db-799570153d14,PRODUCER,28.033782,77.254639,Haryana & Delhi NCR,industrial,163.1,2065.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
03d0a693-e3f9-4ffa-9ff8-bff13289b67b,PRODUCER,28.647424,77.433491,Haryana & Delhi NCR,industrial,171.6,14422.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
e9254fa9-82f2-4390-8480-72b8054dfc3d,PRODUCER,28.87613,77.109778,Haryana & Delhi NCR,industrial,220.4,13918.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
c0ed5f79-6071-42c2-b49d-7ea62740956c,PRODUCER,28.696653,77.579874,Haryana & Delhi NCR,industrial,323.6,19895.1,06:00:00,18:00:00,Mon-Fri,ACTIVE
ef32f7a2-173e-4574-827f-b2f02c50d110,PRODUCER,28.677309,77.0229,Haryana & Delhi NCR,industrial,386.4,7420.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
36e7b018-c476-4fe8-9269-62649549bcb5,PRODUCER,28.385605,77.316248,Haryana & Delhi NCR,industrial,344.4,1576.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
b495158a-13bb-41ca-b1c4-8db9fafd4d43,PRODUCER,28.68447,77.330645,Haryana & Delhi NCR,depot,86.2,16925.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
5d5125e1-dabc-47c6-ae2d-981729d77634,PRODUCER,28.686214,77.435029,Haryana & Delhi NCR,industrial,311.0,14605.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
d378ae29-d6e7-4057-b277-7460294d47a3,PRODUCER,28.684966,77.114722,Haryana & Delhi NCR,industrial,315.4,7730.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
55526bb6-4431-4216-8ae3-b365853496fa,PRODUCER,28.677502,77.128359,Haryana & Delhi NCR,industrial,267.4,18646.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
c5784097-860f-475b-ab39-099511278d48,PRODUCER,28.358059,77.308167,Haryana & Delhi NCR,industrial,146.0,17692.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
6345ad34-87cc-455a-9b6c-406f232d3717,PRODUCER,28.310689,77.309199,Haryana & Delhi NCR,industrial,244.5,15167.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
1fd9e784-a885-45f0-a593-a579031d9933,PRODUCER,28.358732,77.305081,Haryana & Delhi NCR,industrial,366.3,8724.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
3e23a516-3026-4c77-bc13-5cc5620b8bf9,PRODUCER,28.348627,77.302939,Haryana & Delhi NCR,industrial,343.5,5907.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
2879ca7a-7ff6-44ae-9c65-0a43e853aac1,PRODUCER,28.478699,76.375398,Haryana & Delhi NCR,industrial,385.4,6391.4,06:00:00,18:00:00,Mon-Fri,ACTIVE
6acce4ee-6ce8-47ff-a1bd-257b3cbb8ba9,PRODUCER,28.482225,76.375697,Haryana & Delhi NCR,industrial,113.2,10305.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
40180451-9055-41b7-b87d-5305c280c843,PRODUCER,28.491081,76.349556,Haryana & Delhi NCR,industrial,162.7,16932.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
a311d683-5a97-43c9-b2c0-bcc37ccfcd70,PRODUCER,28.220455,76.579798,Haryana & Delhi NCR,industrial,300.7,3261.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
816f7095-754d-4f57-9b12-1a3b755f51f0,PRODUCER,28.141726,76.597649,Haryana & Delhi NCR,industrial,383.5,14983.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
fb11eb4e-0302-485b-9225-65eb500ff491,PRODUCER,28.799499,76.162839,Haryana & Delhi NCR,industrial,170.6,1585.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
23b840a5-158e-44b9-9883-0286ac136cd1,PRODUCER,28.799267,76.153676,Haryana & Delhi NCR,industrial,336.9,10422.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
3a5f9f46-709e-4d2d-9727-6832338b987f,PRODUCER,28.806367,76.123534,Haryana & Delhi NCR,industrial,218.6,16316.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
b4aaf3a3-f43b-48e9-be7b-dcf711838a00,PRODUCER,28.808014,76.124431,Haryana & Delhi NCR,industrial,227.4,2843.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
a70db970-a6f1-400b-a098-5594e2171cf9,PRODUCER,28.895243,76.547135,Haryana & Delhi NCR,industrial,261.0,8384.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
71515514-f980-4de6-875e-2731e2564b37,PRODUCER,29.851037,77.262121,Haryana & Delhi NCR,industrial,216.1,18212.4,06:00:00,18:00:00,Mon-Fri,ACTIVE
de938f10-901d-4e9b-9d92-a301649f65ac,PRODUCER,29.956179,77.534706,Haryana & Delhi NCR,industrial,282.8,18867.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
a5f73536-71ea-48f9-89b0-3e94d9cc9996,PRODUCER,29.938128,77.56936,Haryana & Delhi NCR,industrial,195.2,5026.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
c6bfbe33-afbb-464e-8fcb-dc7dc817b791,PRODUCER,28.435388,77.306061,Haryana & Delhi NCR,industrial,90.9,18188.8,06:00:00,18:00:00,Mon-Fri,ACTIVE
e2e2f128-9e0a-4880-9a69-aaf063901db8,PRODUCER,28.228489,77.309132,Haryana & Delhi NCR,industrial,270.3,15743.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
fcd65b63-634c-4222-8e29-66874cc722d4,PRODUCER,28.208994,77.061796,Haryana & Delhi NCR,industrial,316.9,6050.5,06:00:00,18:00:00,Mon-Fri,ACTIVE
cacebf98-fd77-4b2e-8ce7-953fbaf2d958,PRODUCER,28.365592,76.880374,Haryana & Delhi NCR,industrial,217.6,1426.7,06:00:00,18:00:00,Mon-Fri,ACTIVE
1e30f332-24d5-4e33-b34c-74935a28becb,PRODUCER,28.365602,76.879602,Haryana & Delhi NCR,industrial,132.7,4349.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
8738827a-d7bc-45e4-9ab5-7743f53ebe28,PRODUCER,29.534157,75.076769,Haryana & Delhi NCR,industrial,324.6,16316.6,06:00:00,18:00:00,Mon-Fri,ACTIVE
1ea66b8a-ab8c-431b-ae0c-f1863e08f50e,PRODUCER,29.530193,75.054556,Haryana & Delhi NCR,industrial,237.4,11395.0,06:00:00,18:00:00,Mon-Fri,ACTIVE
1382fa90-7172-4e8d-ae2b-7ed4ed63f7e2,CONSUMER,28.609551,76.977167,Haryana & Delhi NCR,farmland,88.6,2613.2,06:00:00,18:00:00,Mon-Fri,ACTIVE
dc316680-ab67-4ccd-8e23-c889204d0070,CONSUMER,28.610705,76.978243,Haryana & Delhi NCR,farmland,57.1,3213.0,06:00:00,18:00:00,Mon-Fri,ACTIVE
9a5ef68e-2891-4aa7-be82-310fa6beae9b,PRODUCER,29.137964,77.012722,Haryana & Delhi NCR,industrial,265.4,8107.9,06:00:00,18:00:00,Mon-Fri,ACTIVE
9ed97009-57e1-48d7-b758-88d6f37fe076,PRODUCER,28.509748,77.421159,Haryana & Delhi NCR,industrial,214.1,8789.3,06:00:00,18:00:00,Mon-Fri,ACTIVE
